Fuentes
Laguna de Aguas Claras Tranque Talabre
Laguna de Aguas Claras Tranque Ovejeria
Laguna de Aguas Claras Tranque Pampa austral
Laguna de Aguas Claras Caren
Cuenca del rio Loa
Cuenca del rio Salado
Cuenca del rio Maipo
